"VmName","MemMax","MemAvg","MemMin","CPUMax","CPUAvg","CPUMin"
"CA1TAPMUTIL02","11.4099998474121","7.5836312757524","6.67000007629395","11.7799997329712","3.06952514395367","2.46000003814697"
"T1EMCMGMT01","1.1599999666214","0.819748604097846","0.490000009536743","0.469999998807907","0.417150829507652","0.400000005960464"
"ca1mpupd01","17.8899993896484","12.5499441184145","5.96999979019165","19.4400005340576","1.69966480618749","1.03999996185303"
"t1rsync01","74.1500015258789","52.0582122469748","2.92000007629395","22.9300003051758","12.0878770997404","3.33999991416931"
"CA1NIDRA001","1.16999995708466","0.802262569189738","0.419999986886978","1.00999999046326","0.863659216039008","0.800000011920929"
"CA1NSQL001","46.810001373291","36.2806704324051","20.8700008392334","67.1900024414063","28.8586033842417","11.4899997711182"
"CA1PUTRD001B","6.42999982833862","2.76195530834811","0.870000004768372","0.589999973773956","0.374832407139533","0.280000001192093"
"SQL2008R2","1.87000000476837","1.48106145392583","1.03999996185303","4.34000015258789","3.54393855220113","2.59999990463257"
"CA1PUTRD001A","5.78999996185303","2.76988826816974","1.80999994277954","0.620000004768372","0.382486037119141","0.300000011920929"
"T1Web_Kaltura","0.550000011920929","0.2629608941894","0.0199999995529652","3.51999998092651","3.47846370768947","3.45000004768372"
"CA1NCAPP001","22.4799995422363","18.4032961056885","15.6899995803833","27.8600006103516","25.7541899654452","24.1499996185303"
"T1LM01","4.05999994277954","3.36578211637849","2.85999989509583","4.07999992370605","3.88472067177629","3.8199999332428"
"T1NDT01","3.5699999332428","2.97332402048164","2.50999999046326","3.03999996185303","2.50681564328391","1.98000001907349"
"T1SANMGMT01","30.7600002288818","20.8349162213629","18.8899993896484","14.1999998092651","7.65237431419628","5.51000022888184"
"CA1TBCN001A","3.48000001907349","2.97374301849131","2.5","5.73999977111816","5.00064245815384","4.55999994277954"
"T1LNXUTIL01",,,,,,
"T1NT02","1.20000004768372","0.267793296565765","0.0199999995529652","3.34999990463257","2.68969273267512","1.83000004291534"
"ca1psftp001","55.2000007629395","9.94812849447048","3.0699999332428","14.3199996948242","1.18879887794649","0.159999996423721"
"CA1NDIMS001","10.7600002288818","7.52002792385037","5.19999980926514","4.30999994277954","2.06935755800269","1.37000000476837"
"CA1NZENOS001","32.7000007629395","24.5818156450154","19","17.2399997711182","13.5143854711309","10.5299997329712"
"CA1TAPMUTIL01","10.75","6.76455307006836","4.8899998664856","37.9000015258789","1.88790503027719","1.46000003814697"
"CA1TBCN001P",,,,,,
"ca1misiq001","14.6899995803833","11.6624022202785","3.69000005722046","11.3999996185303","7.83731843972339","0.569999992847443"
"CA1TTEST999A","11.4700002670288","7.82061452705767","6.19999980926514","29.6299991607666","7.85357540679378","5.09000015258789"
"T1KAL01",,,,,,
"T1NDT02","0.439999997615814","0.127122905141773","0","3.83999991416931","3.22407821370237","2.79999995231628"
"ca1mpup01","35.9099998474121","21.1028491771421","4.05000019073486","98.9199981689453","52.3211731699259","0.810000002384186"
"CA1TTEST999B","7.78000020980835","5.66882681713424","4.65000009536743","19.9300003051758","17.2875140019635","15.460000038147"
"T1LWebMB01",,,,,,
"CA1PWEB036L","37.5200004577637","27.8006145328117","18.5400009155273","30.8999996185303","13.4519552951418","3.5"
"CA1PWEB086F","28.2299995422363","14.9330726362473","6.03000020980835","32.8899993896484","8.17564244676569","1.87999999523163"
"CA1PWEB095M","41.0299987792969","32.2120111881022","24.1499996185303","65.5400009155273","23.6789944012072","5.65999984741211"
