"HostName","MemMax","MemAvg","MemMin","CPUMax","CPUAvg","CPUMin"
"hfesx20.tor01.desire2learn.d2l","64.9499969482422","38.8550838065547","37.4300003051758","60.5999984741211","39.1169273014175","24.8799991607666"
"hfesx21.tor01.desire2learn.d2l","61.8699989318848","60.6838826973345","58.5200004577637","78.1500015258789","53.1504190327735","35.6399993896484"
"hfesx22.tor01.desire2learn.d2l","62.4700012207031","61.4319551776907","60.0699996948242","61.8899993896484","42.8350837750142","27.1700000762939"
"hfesx23.tor01.desire2learn.d2l","63.810001373291","59.6919553639503","57.4700012207031","71.5800018310547","44.4816760484067","19.2700004577637"
"hfesx24.tor01.desire2learn.d2l","53.0299987792969","51.7414803957806","49.9300003051758","80.3499984741211","47.8791340130001","24.0499992370605"
"hfesx04.tor01.desire2learn.d2l","30.5599994659424","28.6808377644203","26.0900001525879","12.3000001907349","6.52477654531681","3.8199999332428"
"hfesx05.tor01.desire2learn.d2l","22.9099998474121","21.671899395948","21.3700008392334","10.5600004196167","4.94170389095498","1.98000001907349"
"hfesx503.tor01.desire2learn.d2l","47.0699996948242","40.6563130064384","39.1599998474121","69.7399978637695","38.3665641672784","15.5500001907349"
"hfesx502.tor01.desire2learn.d2l","50.8499984741211","42.7794414179285","42.0099983215332","72.8300018310547","37.8687151477324","16.1299991607666"
"hfesx501.tor01.desire2learn.d2l","54.3899993896484","51.0558100332761","45.4799995422363","63.0499992370605","34.6260614554975","15.1000003814697"
