"VCname","DCname","Clustername","Total Physical Memory (MB)","Configured Memory MB","Available Memory (MB)","Total CPU (Mhz)","Configured CPU (Mhz)","Available CPU (Mhz)","Total Disk Space (MB)","Configured Disk Space (MB)","Available Disk Space (MB)"
"172.16.112.35","Ashburn, VA, Carpathia","US Hosting Cluster","131051.1875","76749","54302.1875","64000","5963","58037","1739776","801856","937920"
