"312977","1358139600","1358744400","519"
"312979","1358139600","1358744400","439"
"312980","1358139600","1358744400","645"
"312982","1358139600","1358744400","484"
"312983","1358139600","1358744400","438"
"312984","1358139600","1358744400","674"
"312993","1358139600","1358744400","541"
"312994","1358139600","1358744400","469"
"312995","1358139600","1358744400","454"
"312996","1358139600","1358744400","1026"
"313042","1358139600","1358744400","447"
"313043","1358139600","1358744400","460"
"313044","1358139600","1358744400","641"
"313045","1358139600","1358744400","532"
"313048","1358139600","1358744400","659"
"313050","1358139600","1358744400","470"
"313051","1358139600","1358744400","448"
"313053","1358139600","1358744400","591"
"313054","1358139600","1358744400","437"
"313055","1358139600","1358744400","450"
"313065","1358139600","1358744400","555"
"313066","1358139600","1358744400","461"
"313067","1358139600","1358744400","462"
"313522","1358139600","1358744400","449"
"313526","1358139600","1358744400","444"
"313531","1358139600","1358744400","500"
"313532","1358139600","1358744400","596"
"313533","1358139600","1358744400","457"
"313534","1358139600","1358744400","453"
"313535","1358139600","1358744400","489"
"313536","1358139600","1358744400","591"
"313537","1358139600","1358744400","448"
"313538","1358139600","1358744400","450"
"313539","1358139600","1358744400","490"
"313540","1358139600","1358744400","588"
"313541","1358139600","1358744400","451"
"313542","1358139600","1358744400","816"
"313543","1358139600","1358744400","485"
"313544","1358139600","1358744400","766"
"313545","1358139600","1358744400","622"
"313546","1358139600","1358744400","530"
"313547","1358139600","1358744400","509"
"313548","1358139600","1358744400","760"
"313549","1358139600","1358744400","618"
"313550","1358139600","1358744400","525"
"313551","1358139600","1358744400","540"
"313552","1358139600","1358744400","772"
"313553","1358139600","1358744400","607"
"313554","1358139600","1358744400","531"
"313555","1358139600","1358744400","511"
"313556","1358139600","1358744400","799"
"313557","1358139600","1358744400","643"
"313629","1358139600","1358744400","437"
"313631","1358139600","1358744400","489"
"313633","1358139600","1358744400","595"
"313634","1358139600","1358744400","508"
"313636","1358139600","1358744400","728"
"313637","1358139600","1358744400","610"
"313638","1358139600","1358744400","499"
"313639","1358139600","1358744400","483"
"313640","1358139600","1358744400","675"
"313641","1358139600","1358744400","591"
"313642","1358139600","1358744400","506"
"313643","1358139600","1358744400","481"
"313644","1358139600","1358744400","640"
"313646","1358139600","1358744400","515"
"313647","1358139600","1358744400","494"
"313648","1358139600","1358744400","722"
"313649","1358139600","1358744400","606"
"313650","1358139600","1358744400","523"
"313651","1358139600","1358744400","507"
"313653","1358139600","1358744400","778"
"313654","1358139600","1358744400","654"
"313656","1358139600","1358744400","1004"
"313657","1358139600","1358744400","841"
"313658","1358139600","1358744400","687"
"313659","1358139600","1358744400","674"
"313660","1358139600","1358744400","990"
"313661","1358139600","1358744400","799"
"313662","1358139600","1358744400","689"
"313663","1358139600","1358744400","677"
"313664","1358139600","1358744400","1005"
"313665","1358139600","1358744400","810"
"313666","1358139600","1358744400","681"
"313667","1358139600","1358744400","1057"
"313668","1358139600","1358744400","1000"
"313669","1358139600","1358744400","869"
"313670","1358139600","1358744400","687"
"313671","1358139600","1358744400","579"
"313672","1358139600","1358744400","988"
"313673","1358139600","1358744400","809"
"313674","1358139600","1358744400","692"
"313675","1358139600","1358744400","716"
"313676","1358139600","1358744400","1001"
"313677","1358139600","1358744400","801"
"313678","1358139600","1358744400","702"
"313680","1358139600","1358744400","1012"
"313681","1358139600","1358744400","820"
"313682","1358139600","1358744400","656"
"313683","1358139600","1358744400","691"
"313684","1358139600","1358744400","989"
"313685","1358139600","1358744400","776"
"313686","1358139600","1358744400","679"
"313687","1358139600","1358744400","690"
"313688","1358139600","1358744400","979"
"313689","1358139600","1358744400","815"
"313690","1358139600","1358744400","698"
"313691","1358139600","1358744400","696"
"313692","1358139600","1358744400","985"
"313693","1358139600","1358744400","812"
"313694","1358139600","1358744400","708"
"313695","1358139600","1358744400","690"
"313759","1358139600","1358744400","494"
"313987","1358139600","1358744400","497"
"313988","1358139600","1358744400","727"
"313989","1358139600","1358744400","780"
"313991","1358139600","1358744400","654"
"314026","1358139600","1358744400","407"
"314027","1358139600","1358744400","522"
"314028","1358139600","1358744400","537"
"314029","1358139600","1358744400","419"
"332294","1358139600","1358744400","687"
"332295","1358139600","1358744400","680"
"332296","1358139600","1358744400","997"
"332297","1358139600","1358744400","621"
"334131","1358139600","1358744400","2121"
"334133","1358139600","1358744400","585"
"334134","1358139600","1358744400","394"
"334135","1358139600","1358744400","358"
"334136","1358139600","1358744400","522"
"334137","1358139600","1358744400","455"
"334138","1358139600","1358744400","400"
"334139","1358139600","1358744400","225"
"334142","1358139600","1358744400","368"
"334143","1358139600","1358744400","370"
"334144","1358139600","1358744400","586"
"334145","1358139600","1358744400","452"
"334146","1358139600","1358744400","375"
"334147","1358139600","1358744400","371"
"334148","1358139600","1358744400","461"
"334149","1358139600","1358744400","384"
"334150","1358139600","1358744400","370"
"334151","1358139600","1358744400","350"
